"PlotID","Site","Year","Release.Minor","Release.Major","n.Minor","n.Major","n.Plot","p.Minor","p.Major","time.Minor","time.Major","peak.Minor.mag","peak.Major.mag","peak.Minor.ext","peak.Major.ext"
"VUF0","VUF",1932,0,0,0,0,81,0,0,89,89,0,0,0,0
"VUF1","VUF",1932,0,0,0,0,76,0,0,89,89,0,0,0,0
"VLF0","VLF",1933,0,0,0,0,14,0,0,90,90,0,0,0,0
"VLF1","VLF",1933,0,0,0,0,39,0,0,90,90,0,0,0,0
"VUF0","VUF",1933,0,0,0,0,97,0,0,90,90,0,0,0,0
"VUF1","VUF",1933,0,0,0,0,98,0,0,90,90,0,0,0,0
"VLF0","VLF",1934,0,0,0,0,20,0,0,91,91,0,0,0,0
"VLF1","VLF",1934,0,0,0,0,50,0,0,91,91,0,0,0,0
"VUF0","VUF",1934,0,0,0,0,113,0,0,91,91,0,0,0,0
"VUF1","VUF",1934,0,0,0,0,120,0,0,91,91,0,0,0,0
"VLF0","VLF",1935,0,0,0,0,27,0,0,92,92,0,0,0,0
"VLF1","VLF",1935,0,0,0,0,60,0,0,92,92,0,0,0,0
"VUF0","VUF",1935,0,0,0,0,130,0,0,92,92,0,0,0,0
"VUF1","VUF",1935,0,0,0,0,143,0,0,92,92,0,0,0,0
"VLF0","VLF",1936,0,0,0,0,35,0,0,93,93,0,0,0,0
"VLF1","VLF",1936,0,0,0,0,73,0,0,93,93,0,0,0,0
"VUF0","VUF",1936,0,0,0,0,146,0,0,93,93,0,0,0,0
"VUF1","VUF",1936,0,0,0,0,167,0,0,93,93,0,0,0,0
"VLF0","VLF",1937,0,0,0,0,44,0,0,94,94,0,0,0,0
"VLF1","VLF",1937,0,0,0,0,86,0,0,94,94,0,0,0,0
"VUF0","VUF",1937,0,0,0,0,162,0,0,94,94,0,0,0,0
"VUF1","VUF",1937,0,0,0,0,192,0,0,94,94,0,0,0,0
"VLF0","VLF",1938,0,0,0,0,53,0,0,95,95,0,0,0,0
"VLF1","VLF",1938,0,0,0,0,100,0,0,95,95,0,0,0,0
"VUF0","VUF",1938,0,0,0,0,179,0,0,95,95,0,0,0,0
"VUF1","VUF",1938,0,0,0,0,217,0,0,95,95,0,0,0,0
"VLF0","VLF",1939,0,0,0,0,65,0,0,96,96,0,0,0,0
"VLF1","VLF",1939,0,0,0,0,114,0,0,96,96,0,0,0,0
"VUF0","VUF",1939,0,0,0,0,195,0,0,96,96,0,0,0,0
"VUF1","VUF",1939,0,0,0,0,241,0,0,96,96,0,0,0,0
"VLF0","VLF",1940,0,0,0,0,79,0,0,97,97,0,0,0,0
"VLF1","VLF",1940,0,0,0,0,128,0,0,97,97,0,0,0,0
"VUF0","VUF",1940,0,0,0,0,210,0,0,97,97,0,0,0,0
"VUF1","VUF",1940,0,0,0,0,262,0,0,97,97,0,0,0,0
"VLF0","VLF",1941,0,0,0,0,96,0,0,98,98,0,0,0,0
"VLF1","VLF",1941,0,0,0,0,142,0,0,98,98,0,0,0,0
"VUF0","VUF",1941,0,0,0,0,227,0,0,98,98,0,0,0,0
"VUF1","VUF",1941,0,0,0,0,283,0,0,98,98,0,0,0,0
"VLF0","VLF",1942,0,0,0,0,113,0,0,99,99,0,0,0,0
"VLF1","VLF",1942,0,0,0,0,158,0,0,99,99,0,0,0,0
"VUF0","VUF",1942,0,0,0,0,240,0,0,99,99,0,0,0,0
"VUF1","VUF",1942,0,0,0,0,300,0,0,99,99,0,0,0,0
"VLF0","VLF",1943,0,0,0,0,132,0,0,100,100,0,0,0,0
"VLF1","VLF",1943,0,0,0,0,175,0,0,100,100,0,0,0,0
"VUF0","VUF",1943,0,0,0,0,251,0,0,100,100,0,0,0,0
"VUF1","VUF",1943,0,0,0,0,311,0,0,100,100,0,0,0,0
"VLF0","VLF",1944,0,0,0,0,151,0,0,101,101,0,0,0,0
"VLF1","VLF",1944,0.152527353073233,0,1,0,192,0.00520833333333333,0,0,101,0.152527353073233,0,0.00520833333333333,0
"VUF0","VUF",1944,0,0,0,0,262,0,0,101,101,0,0,0,0
"VUF1","VUF",1944,0,0,0,0,319,0,0,101,101,0,0,0,0
"VLF0","VLF",1945,0,0,0,0,174,0,0,102,102,0,0,0,0
"VLF1","VLF",1945,0.301293930411238,0,2,0,212,0.00943396226415094,0,0,102,0.301293930411238,0,0.00943396226415094,0
"VUF0","VUF",1945,0,0,0,0,274,0,0,102,102,0,0,0,0
"VUF1","VUF",1945,0,0,0,0,328,0,0,102,102,0,0,0,0
"VLF0","VLF",1946,0,0,0,0,200,0,0,103,103,0,0,0,0
"VLF1","VLF",1946,0.447876790444411,0,4,0,233,0.0171673819742489,0,0,103,0.447876790444411,0,0.0171673819742489,0
"VUF0","VUF",1946,0,0,0,0,287,0,0,103,103,0,0,0,0
"VUF1","VUF",1946,0,0,0,0,336,0,0,103,103,0,0,0,0
"VLF0","VLF",1947,0,0,0,0,225,0,0,104,104,0,0,0,0
"VLF1","VLF",1947,0.595187571818739,0,7,0,255,0.0274509803921569,0,0,104,0.595187571818739,0,0.0274509803921569,0
"VUF0","VUF",1947,0,0,0,0,300,0,0,104,104,0,0,0,0
"VUF1","VUF",1947,0,0,0,0,343,0,0,104,104,0,0,0,0
"VLF0","VLF",1948,0,0,0,0,251,0,0,105,105,0,0,0,0
"VLF1","VLF",1948,0.733697945361898,0,9,0,278,0.0323741007194245,0,0,105,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1948,0,0,0,0,311,0,0,105,105,0,0,0,0
"VUF1","VUF",1948,0,0,0,0,349,0,0,105,105,0,0,0,0
"VLF0","VLF",1949,0,0,0,0,278,0,0,106,106,0,0,0,0
"VLF1","VLF",1949,0.733697945361898,0,9,0,300,0.03,0,1,106,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1949,0,0,0,0,320,0,0,106,106,0,0,0,0
"VUF1","VUF",1949,0,0,0,0,354,0,0,106,106,0,0,0,0
"VLF0","VLF",1950,0,0,0,0,302,0,0,107,107,0,0,0,0
"VLF1","VLF",1950,0.733697945361898,0,9,0,324,0.0277777777777778,0,2,107,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1950,0,0,0,0,328,0,0,107,107,0,0,0,0
"VUF1","VUF",1950,0,0,0,0,357,0,0,107,107,0,0,0,0
"VLF0","VLF",1951,0,0,0,0,326,0,0,108,108,0,0,0,0
"VLF1","VLF",1951,0.733697945361898,0,9,0,348,0.0258620689655172,0,3,108,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1951,0,0,0,0,336,0,0,108,108,0,0,0,0
"VUF1","VUF",1951,0,0,0,0,361,0,0,108,108,0,0,0,0
"VLF0","VLF",1952,0,0,0,0,346,0,0,109,109,0,0,0,0
"VLF1","VLF",1952,0.733697945361898,0,9,0,368,0.0244565217391304,0,4,109,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1952,0,0,0,0,341,0,0,109,109,0,0,0,0
"VUF1","VUF",1952,0,0,0,0,365,0,0,109,109,0,0,0,0
"VLF0","VLF",1953,0,0,0,0,364,0,0,110,110,0,0,0,0
"VLF1","VLF",1953,0.733697945361898,0,9,0,385,0.0233766233766234,0,5,110,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1953,0.146503911573395,0,2,0,347,0.00576368876080692,0,0,110,0.146503911573395,0,0.00576368876080692,0
"VUF1","VUF",1953,0,0,0,0,369,0,0,110,110,0,0,0,0
"VLF0","VLF",1954,0,0,0,0,380,0,0,111,111,0,0,0,0
"VLF1","VLF",1954,0.733697945361898,0,9,0,401,0.0224438902743142,0,6,111,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1954,0.312319759656855,0,4,0,353,0.0113314447592068,0,0,111,0.312319759656855,0,0.0113314447592068,0
"VUF1","VUF",1954,0.140727272727273,0,1,0,373,0.00268096514745308,0,0,111,0.140727272727273,0,0.00268096514745308,0
"VLF0","VLF",1955,0,0,0,0,395,0,0,112,112,0,0,0,0
"VLF1","VLF",1955,0.581170592288665,0,8,0,415,0.0192771084337349,0,7,112,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1955,0.47004096390121,0.185785475833374,6,1,358,0.0167597765363128,0.00279329608938547,0,0,0.47004096390121,0.185785475833374,0.0167597765363128,0.00279329608938547
"VUF1","VUF",1955,0.286855889968355,0,4,0,378,0.0105820105820106,0,0,112,0.286855889968355,0,0.0105820105820106,0
"VLF0","VLF",1956,0,0,0,0,406,0,0,113,113,0,0,0,0
"VLF1","VLF",1956,0.43240401495066,0,7,0,427,0.0163934426229508,0,8,113,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1956,0.621200909394051,0.385307784510612,15,2,362,0.0414364640883978,0.00552486187845304,0,0,0.621200909394051,0.385307784510612,0.0414364640883978,0.00552486187845304
"VUF1","VUF",1956,0.442035039695241,0,10,0,382,0.0261780104712042,0,0,113,0.442035039695241,0,0.0261780104712042,0
"VLF0","VLF",1957,0,0,0,0,413,0,0,114,114,0,0,0,0
"VLF1","VLF",1957,0.285821154917487,0,5,0,438,0.0114155251141553,0,9,114,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1957,0.776976975278693,0.584298207683703,25,3,364,0.0686813186813187,0.00824175824175824,0,0,0.776976975278693,0.584298207683703,0.0686813186813187,0.00824175824175824
"VUF1","VUF",1957,0.590656350764936,0.190932298589485,15,2,386,0.038860103626943,0.00518134715025907,0,0,0.590656350764936,0.190932298589485,0.038860103626943,0.00518134715025907
"VLF0","VLF",1958,0,0,0,0,421,0,0,115,115,0,0,0,0
"VLF1","VLF",1958,0.138510373543159,0,2,0,446,0.00448430493273543,0,10,115,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1958,0.933126693011802,0.768885790225928,35,7,366,0.0956284153005464,0.0191256830601093,0,0,0.933126693011802,0.768885790225928,0.0956284153005464,0.0191256830601093
"VUF1","VUF",1958,0.745224397797738,0.406651672177385,24,4,390,0.0615384615384615,0.0102564102564103,0,0,0.745224397797738,0.406651672177385,0.0615384615384615,0.0102564102564103
"VLF0","VLF",1959,0,0,0,0,427,0,0,116,116,0,0,0,0
"VLF1","VLF",1959,0,0,0,0,454,0,0,11,116,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1959,1.09320405778775,0.970040941429989,48,11,368,0.130434782608696,0.0298913043478261,0,0,1.09320405778775,0.970040941429989,0.130434782608696,0.0298913043478261
"VUF1","VUF",1959,0.896829754621049,0.615352900188897,37,9,394,0.0939086294416244,0.0228426395939086,0,0,0.896829754621049,0.615352900188897,0.0939086294416244,0.0228426395939086
"VLF0","VLF",1960,0,0,0,0,432,0,0,117,117,0,0,0,0
"VLF1","VLF",1960,0,0,0,0,462,0,0,12,117,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1960,1.25297703051681,1.17192205676368,60,15,371,0.161725067385445,0.0404312668463612,0,0,1.25297703051681,1.17192205676368,0.161725067385445,0.0404312668463612
"VUF1","VUF",1960,1.04939535449211,0.818021784637122,50,16,398,0.125628140703518,0.0402010050251256,0,0,1.04939535449211,0.818021784637122,0.125628140703518,0.0402010050251256
"VLF0","VLF",1961,0,0,0,0,437,0,0,118,118,0,0,0,0
"VLF1","VLF",1961,0,0,0,0,468,0,0,13,118,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1961,1.40736988196856,1.36956816593644,74,18,374,0.197860962566845,0.0481283422459893,0,0,1.40736988196856,1.36956816593644,0.197860962566845,0.0481283422459893
"VUF1","VUF",1961,1.2056792783029,1.02988206967836,65,22,402,0.161691542288557,0.054726368159204,0,0,1.2056792783029,1.02988206967836,0.161691542288557,0.054726368159204
"VLF0","VLF",1962,0,0,0,0,440,0,0,119,119,0,0,0,0
"VLF1","VLF",1962,0,0,0,0,473,0,0,14,119,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1962,1.56080058078461,1.56009367123457,87,20,376,0.231382978723404,0.0531914893617021,0,0,1.56080058078461,1.56009367123457,0.231382978723404,0.0531914893617021
"VUF1","VUF",1962,1.36058228984209,1.23542731954467,79,31,405,0.195061728395062,0.0765432098765432,0,0,1.36058228984209,1.23542731954467,0.195061728395062,0.0765432098765432
"VLF0","VLF",1963,0,0,0,0,443,0,0,120,120,0,0,0,0
"VLF1","VLF",1963,0,0,0,0,478,0,0,15,120,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1963,1.71306550918668,1.56009367123457,100,20,378,0.264550264550265,0.0529100529100529,0,1,1.71306550918668,1.56009367123457,0.264550264550265,0.0531914893617021
"VUF1","VUF",1963,1.5165307861532,1.44411930503895,94,39,407,0.230958230958231,0.0958230958230958,0,0,1.5165307861532,1.44411930503895,0.230958230958231,0.0958230958230958
"VLF0","VLF",1964,0,0,0,0,446,0,0,121,121,0,0,0,0
"VLF1","VLF",1964,0,0,0,0,483,0,0,16,121,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1964,1.71449870532943,1.56009367123457,105,20,379,0.277044854881267,0.0527704485488127,0,2,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1964,1.67317525264697,1.65712626955749,106,45,409,0.259168704156479,0.110024449877751,0,0,1.67317525264697,1.65712626955749,0.259168704156479,0.110024449877751
"VLF0","VLF",1965,0,0,0,0,448,0,0,122,122,0,0,0,0
"VLF1","VLF",1965,0,0,0,0,487,0,0,17,122,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1965,1.70050477490651,1.56009367123457,105,20,380,0.276315789473684,0.0526315789473684,1,3,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1965,1.68912153387284,1.87839286912491,115,52,411,0.279805352798054,0.126520681265207,0,0,1.68912153387284,1.87839286912491,0.279805352798054,0.126520681265207
"VLF0","VLF",1966,0,0,0,0,449,0,0,123,123,0,0,0,0
"VLF1","VLF",1966,0,0,0,0,490,0,0,18,123,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1966,1.71257829206978,1.3743081954012,104,19,381,0.272965879265092,0.0498687664041995,2,4,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1966,1.70366873329825,2.09246122246443,120,59,412,0.29126213592233,0.143203883495146,0,0,1.70366873329825,2.09246122246443,0.29126213592233,0.143203883495146
"VLF0","VLF",1967,0,0,0,0,450,0,0,124,124,0,0,0,0
"VLF1","VLF",1967,0,0,0,0,492,0,0,19,124,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1967,1.73652165236206,1.17478588672396,96,18,382,0.25130890052356,0.0471204188481675,3,5,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1967,1.70687635334001,2.32037873071977,124,64,413,0.300242130750605,0.154963680387409,0,0,1.70687635334001,2.32037873071977,0.300242130750605,0.154963680387409
"VLF0","VLF",1968,0,0,0,0,451,0,0,125,125,0,0,0,0
"VLF1","VLF",1968,0,0,0,0,494,0,0,20,125,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1968,1.74924024970892,0.975795463550869,87,17,383,0.227154046997389,0.0443864229765013,4,6,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1968,1.71415629633052,2.39109040269753,130,66,415,0.313253012048193,0.159036144578313,0,0,1.71415629633052,2.39109040269753,0.313253012048193,0.159036144578313
"VLF0","VLF",1969,0.136807817589576,0,1,0,451,0.00221729490022173,0,0,126,0.136807817589576,0,0.00221729490022173,0
"VLF1","VLF",1969,0,0,0,0,495,0,0,21,126,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1969,1.74289302919192,0.791207881008644,79,13,384,0.205729166666667,0.0338541666666667,5,7,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1969,1.71810742255836,2.44197675696443,130,69,418,0.311004784688995,0.165071770334928,1,0,1.71415629633052,2.44197675696443,0.313253012048193,0.165071770334928
"VLF0","VLF",1970,0.287787396733352,0,2,0,451,0.00443458980044346,0,0,127,0.287787396733352,0,0.00443458980044346,0
"VLF1","VLF",1970,0,0,0,0,495,0,0,22,127,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1970,1.72314914686036,0.590052729804583,68,9,385,0.176623376623377,0.0233766233766234,6,8,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1970,1.7247752132826,2.58527039672448,130,66,421,0.308788598574822,0.156769596199525,2,1,1.71415629633052,2.44197675696443,0.313253012048193,0.165071770334928
"VLF0","VLF",1971,0.438105776801024,0,5,0,451,0.0110864745011086,0,0,128,0.438105776801024,0,0.0110864745011086,0
"VLF1","VLF",1971,0,0,0,0,495,0,0,23,128,0.733697945361898,0,0.0323741007194245,0
"VUF0","VUF",1971,1.5633761741313,0.388171614470894,56,5,385,0.145454545454545,0.012987012987013,7,9,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1971,1.72542128209475,2.65686624999343,127,62,424,0.299528301886792,0.14622641509434,3,2,1.71415629633052,2.44197675696443,0.313253012048193,0.165071770334928
"VLF0","VLF",1972,0.59947473118134,0,9,0,451,0.0199556541019956,0,0,129,0.59947473118134,0,0.0199556541019956,0
"VLF1","VLF",1972,0.1475880807091,0,1,0,495,0.00202020202020202,0,0,129,0.1475880807091,0,0.00202020202020202,0
"VUF0","VUF",1972,1.40898332267955,0.190525505298132,42,2,385,0.109090909090909,0.00519480519480519,8,10,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1972,1.71992129665939,2.70391201606851,118,59,427,0.276346604215457,0.138173302107728,4,3,1.71415629633052,2.44197675696443,0.313253012048193,0.165071770334928
"VLF0","VLF",1973,0.75852395970974,0,12,0,451,0.0266075388026608,0,0,130,0.75852395970974,0,0.0266075388026608,0
"VLF1","VLF",1973,0.289718023257258,0,2,0,495,0.00404040404040404,0,0,130,0.289718023257258,0,0.00404040404040404,0
"VUF0","VUF",1973,1.2555526238635,0,29,0,385,0.0753246753246753,0,9,11,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1973,1.73061353276676,2.76719703772708,106,52,429,0.247086247086247,0.121212121212121,5,4,1.71415629633052,2.44197675696443,0.313253012048193,0.165071770334928
"VLF0","VLF",1974,0.906923491212719,0,14,0,451,0.0310421286031042,0,0,131,0.906923491212719,0,0.0310421286031042,0
"VLF1","VLF",1974,0.289718023257258,0,2,0,495,0.00404040404040404,0,1,131,0.289718023257258,0,0.00404040404040404,0
"VUF0","VUF",1974,1.10328769546143,0,16,0,385,0.0415584415584416,0,10,12,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1974,1.72996257762416,2.80004722109035,93,46,431,0.215777262180974,0.106728538283063,6,5,1.71415629633052,2.44197675696443,0.313253012048193,0.165071770334928
"VLF0","VLF",1975,1.05015556626298,0,15,0,451,0.0332594235033259,0,0,132,1.05015556626298,0,0.0332594235033259,0
"VLF1","VLF",1975,0.289718023257258,0,2,0,495,0.00404040404040404,0,2,132,0.289718023257258,0,0.00404040404040404,0
"VUF0","VUF",1975,0.95535058774529,0,9,0,385,0.0233766233766234,0,11,13,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1975,1.73457032613334,2.79671042867515,82,42,434,0.188940092165899,0.0967741935483871,7,6,1.71415629633052,2.44197675696443,0.313253012048193,0.165071770334928
"VLF0","VLF",1976,1.18783513639128,0,16,0,451,0.0354767184035477,0,0,133,1.18783513639128,0,0.0354767184035477,0
"VLF1","VLF",1976,0.289718023257258,0,2,0,495,0.00404040404040404,0,3,133,0.289718023257258,0,0.00404040404040404,0
"VUF0","VUF",1976,0.803528670084749,0,7,0,385,0.0181818181818182,0,12,14,1.71449870532943,1.56009367123457,0.277044854881267,0.0531914893617021
"VUF1","VUF",1976,1.7374452857513,2.77569357935748,74,36,437,0.169336384439359,0.0823798627002288,8,7,1.71415629633052,2.44197675696443,0.313253012048193,0.165071770334928
"VLF0","VLF",1977,1.18783513639128,0,16,0,451,0.0354767184035477,0,1,134,1.18783513639128,0,0.0354767184035477,0
